52530038,,459971,21435017,,18528836,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530039,,459971,21435108,,18528969,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530040,,459971,21435143,,18529042,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530041,,459971,21435151,,18529071,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530042,,459971,21434999,,18528809,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530043,,459971,21434974,,18528777,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530044,,459971,21435131,,18529018,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530045,,459971,21435146,,18529051,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530046,,459971,21435093,,18528946,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530047,,459971,21435084,,18528933,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530048,,459971,21435068,,18528911,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530049,,459971,21435090,,18528941,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530050,,459971,21435141,,18529039,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530051,,459971,21435034,,18528866,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530052,,459971,21435054,,18528889,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530053,,459971,21435060,,18528897,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530054,,459971,21435086,,18528936,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530055,,459971,21435055,,18528891,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530056,,459971,21435160,,25035987,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530057,,459971,21434989,,18528795,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530058,,459971,21435103,,18528962,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530059,,459971,21435153,,24265202,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530060,,459971,21435028,,18528851,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530061,,459971,21434998,,18528808,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530062,,459971,21435122,,18529001,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530063,,459971,21435016,,18528835,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530064,,459971,21435035,,18528868,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530065,,459971,21435008,,18528824,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
52530066,,459971,21434997,,18528807,,,,,,,,,7168428,IC50,,6089318,,Inhibitory activity,In Vitro (Efficacy),,,Inhibitor,Inhibitory concentration of the compound against ligand-induced phosphorylation of Y551of Bruton's tyrosine kinase (BTK) from human in Ramos cells upon incubation for 1 hour,,1806776,Ramos cell line,,,,human,3844654,,Tyrosine-protein kinase BTK [human],human,Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human]:Wild,Tyrosine-protein kinase BTK [human],,,human,,,,=,10,,µM,5,result normalized in M; pAur = -log(value),,,,2018/11/16,Tyrosine-protein kinase BTK [human],1,2020/03/17,
